"Re","Im","Norm","Order"
9.0308,0,9.0308,1
7.0753,0,7.0753,2
5.6873,0,5.6873,3
4.449,0,4.449,4
3.4588,0,3.4588,5
1.9029,0,1.9029,6
0.692,0,0.692,7
-0.0311,0,0.0311,8
-1.7624,0,1.7624,9
-2.7641,0,2.7641,10
-3.6804,0,3.6804,11
-4.7138,0,4.7138,12
-6.0146,0,6.0146,13
-7.6318,0,7.6318,14
-9.5152,0,9.5152,15
9.2287,0,9.2287,1
8.1063,0,8.1063,2
6.3359,0,6.3359,3
4.3324,0,4.3324,4
3.1027,0,3.1027,5
1.953,0,1.953,6
1.1352,0,1.1352,7
-0.3592,0,0.3592,8
-1.0424,0,1.0424,9
-2.8448,0,2.8448,10
-3.8211,0,3.8211,11
-4.7696,0,4.7696,12
-5.9962,0,5.9962,13
-7.7039,0,7.7039,14
-8.9559,0,8.9559,15
9.0189,0,9.0189,1
7.7354,0,7.7354,2
6.898,0,6.898,3
5.6679,0,5.6679,4
3.5687,0,3.5687,5
2.1097,0,2.1097,6
0.6523,0,0.6523,7
-0.3829,0,0.3829,8
-1.546,0,1.546,9
-2.3941,0,2.3941,10
-3.5309,0,3.5309,11
-5.7005,0,5.7005,12
-6.4165,0,6.4165,13
-7.9488,0,7.9488,14
-8.9087,0,8.9087,15
8.8714,0,8.8714,1
7.1392,0,7.1392,2
5.7058,0,5.7058,3
4.7592,0,4.7592,4
3.7123,0,3.7123,5
2.5968,0,2.5968,6
1.6368,0,1.6368,7
0.3742,0,0.3742,8
-0.7871,0,0.7871,9
-1.3864,0,1.3864,10
-2.7219,0,2.7219,11
-4.1382,0,4.1382,12
-5.7666,0,5.7666,13
-7.253,0,7.253,14
-9.4633,0,9.4633,15
9.6848,0,9.6848,1
7.1516,0,7.1516,2
5.6105,0,5.6105,3
4.9154,0,4.9154,4
3.6272,0,3.6272,5
2.2657,0,2.2657,6
0.9842,0,0.9842,7
0.323,0,0.323,8
-0.7433,0,0.7433,9
-1.8814,0,1.8814,10
-2.755,0,2.755,11
-3.7063,0,3.7063,12
-4.9718,0,4.9718,13
-6.9145,0,6.9145,14
-9.2071,0,9.2071,15
9.4175,0,9.4175,1
7.6438,0,7.6438,2
6.1297,0,6.1297,3
4.4471,0,4.4471,4
3.2853,0,3.2853,5
2.4745,0,2.4745,6
1.4616,0,1.4616,7
0.3421,0,0.3421,8
-0.973,0,0.973,9
-1.7115,0,1.7115,10
-3.4292,0,3.4292,11
-4.7951,0,4.7951,12
-5.9773,0,5.9773,13
-7.8836,0,7.8836,14
-9.531,0,9.531,15
8.3236,0,8.3236,1
7.1527,0,7.1527,2
6.2828,0,6.2828,3
5.1408,0,5.1408,4
3.6116,0,3.6116,5
2.6579,0,2.6579,6
1.1824,0,1.1824,7
0.2427,0,0.2427,8
-0.4691,0,0.4691,9
-1.6812,0,1.6812,10
-2.8373,0,2.8373,11
-5.0804,0,5.0804,12
-5.9651,0,5.9651,13
-7.1523,0,7.1523,14
-8.8391,0,8.8391,15
10.9122,0,10.9122,1
8.3398,0,8.3398,2
6.0536,0,6.0536,3
4.9722,0,4.9722,4
3.1365,0,3.1365,5
1.9846,0,1.9846,6
1.4256,0,1.4256,7
-0.4509,0,0.4509,8
-1.5325,0,1.5325,9
-2.2267,0,2.2267,10
-3.3644,0,3.3644,11
-4.5727,0,4.5727,12
