"Re","Im","Norm","Order"
1.6368,0,1.6368,12
-1.3864,0,1.3864,13
-0.7871,0,0.7871,14
0.3742,0,0.3742,15
9.6848,0,9.6848,1
-9.2071,0,9.2071,2
7.1516,0,7.1516,3
-6.9145,0,6.9145,4
5.6105,0,5.6105,5
-4.9718,0,4.9718,6
4.9154,0,4.9154,7
-3.7063,0,3.7063,8
3.6272,0,3.6272,9
-2.755,0,2.755,10
2.2657,0,2.2657,11
-1.8814,0,1.8814,12
0.9842,0,0.9842,13
-0.7433,0,0.7433,14
0.323,0,0.323,15
-9.531,0,9.531,1
9.4175,0,9.4175,2
-7.8836,0,7.8836,3
7.6438,0,7.6438,4
6.1297,0,6.1297,5
-5.9773,0,5.9773,6
-4.7951,0,4.7951,7
4.4471,0,4.4471,8
-3.4292,0,3.4292,9
3.2853,0,3.2853,10
2.4745,0,2.4745,11
-1.7115,0,1.7115,12
1.4616,0,1.4616,13
-0.973,0,0.973,14
0.3421,0,0.3421,15
-8.8391,0,8.8391,1
8.3236,0,8.3236,2
7.1527,0,7.1527,3
-7.1523,0,7.1523,4
6.2828,0,6.2828,5
-5.9651,0,5.9651,6
5.1408,0,5.1408,7
-5.0804,0,5.0804,8
3.6116,0,3.6116,9
-2.8373,0,2.8373,10
2.6579,0,2.6579,11
-1.6812,0,1.6812,12
1.1824,0,1.1824,13
-0.4691,0,0.4691,14
0.2427,0,0.2427,15
10.9122,0,10.9122,1
-9.0676,0,9.0676,2
8.3398,0,8.3398,3
-7.8074,0,7.8074,4
-6.46,0,6.46,5
6.0536,0,6.0536,6
4.9722,0,4.9722,7
-4.5727,0,4.5727,8
-3.3644,0,3.3644,9
3.1365,0,3.1365,10
-2.2267,0,2.2267,11
