"Re","Im","Norm","Order"
-5.2681,0,5.2681,5
5.0015,0,5.0015,6
4.2254,0,4.2254,7
3.8784,0,3.8784,8
-3.6673,0,3.6673,9
-3.4666,0,3.4666,10
2.0031,0,2.0031,11
-1.454,0,1.454,12
1.2005,0,1.2005,13
-0.9705,0,0.9705,14
-0.4505,0,0.4505,15
7.0268,0,7.0268,1
-5.5222,0,5.5222,2
5.0774,0,5.0774,3
-4.1739,0,4.1739,4
-3.1506,0,3.1506,5
2.9685,0,2.9685,6
-2.7332,0,2.7332,7
-2.631,0,2.631,8
2.5899,0,2.5899,9
-1.5851,0,1.5851,10
-1.0444,0,1.0444,11
1.0079,0,1.0079,12
0.754,0,0.754,13
-0.6056,0,0.6056,14
-0.2851,0,0.2851,15
-6.216,0,6.216,1
5.4348,0,5.4348,2
-4.5947,0,4.5947,3
4.5341,0,4.5341,4
3.6416,0,3.6416,5
3.5585,0,3.5585,6
-3.4655,0,3.4655,7
-3.2128,0,3.2128,8
2.2945,0,2.2945,9
-1.9692,0,1.9692,10
1.6317,0,1.6317,11
0.9926,0,0.9926,12
-0.5358,0,0.5358,13
-0.5156,0,0.5156,14
-0.0057,0,0.0057,15
6.8769,0,6.8769,1
-6.1333,0,6.1333,2
5.3603,0,5.3603,3
5.0624,0,5.0624,4
-4.9525,0,4.9525,5
-3.9364,0,3.9364,6
3.6457,0,3.6457,7
-3.3592,0,3.3592,8
2.386,0,2.386,9
-2.0633,0,2.0633,10
1.6919,0,1.6919,11
-1.5343,0,1.5343,12
-1.1694,0,1.1694,13
0.6743,0,0.6743,14
0.1455,0,0.1455,15
-6.9968,0,6.9968,1
6.8087,0,6.8087,2
-5.4054,0,5.4054,3
4.9573,0,4.9573,4
-4.7655,0,4.7655,5
3.9081,0,3.9081,6
-3.7969,0,3.7969,7
3.0583,0,3.0583,8
-2.7711,0,2.7711,9
1.5981,0,1.5981,10
-0.9804,0,0.9804,11
